node,sample_idx,label,n_nodes,n_edges,is_phisher,out_degree,in_degree,direction_ratio,max_out_amount,min_out_amount,avg_out_amount,max_in_amount,min_in_amount,avg_in_amount,account_balance,lifetime_days,active_days,freq_out_short,freq_in_short,freq_out_long,freq_in_long,short_long_out_ratio,short_long_in_ratio,katz_centrality,betweenness_centrality,degree_centrality,closeness_centrality,clustering_coefficient,eigenvector_centrality,in_degree_centrality,out_degree_centrality
0xa1e0de38dfbc1e93619e0d37c3c155714b4cf7a8,812,0,4086,11410,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01482703,0.0,0.0002448,0.0,0.0,0.0,0.0,0.0002448
0x52c45b5c67245946e0cee2734cebfb0204a075bb,77,1,262385,2098969,True,495,73,0.871479,168.0,0.0,0.883791,41.877532,0.0,3.493707,-182.436121,74,17,0.333333,0.133333,2.75,0.405556,0.121212,0.328767,0.00245794,3.224e-05,0.00067458,0.02679376,0.0127279,1.46e-06,0.00019437,0.00048021
0xe926ef92b7bab05c0edf6ac9ccf001889430d5c7,637,0,24786,50908,False,2,1,0.666667,0.0,0.0,0.0,0.001,0.001,0.001,0.001,34,3,0.033333,0.0,0.011111,0.005556,3.0,0.0,0.00585971,0.0,0.00012104,0.00017215,0.0,0.0,4.035e-05,8.069e-05
0xa7e7fede492740fcfed4982a12c4a92e3bef6ed9,974,0,3009,11280,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01749395,0.0,0.00033245,0.0,0.0,0.0,0.0,0.00033245
0x6d92e14f842ddb05c09d0cfcdc8016d61a361d91,939,0,3635,24161,False,0,3,0.0,0.0,0.0,0.0,0.51,0.407,0.475667,1.427,0,1,0.0,0.1,0.0,0.016667,0.0,6.0,0.01655472,0.0,0.00027518,0.05276564,0.0,0.0,0.00027518,0.0
0xf55714607a97ead41ce5218749679f977b0b5fc7,900,0,5,8,False,0,1,0.0,0.0,0.0,0.0,0.014941,0.014941,0.014941,0.014941,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.44677037,0.0,0.25,0.45,0.0,0.00548286,0.25,0.0
0x338f81271564682fca0bf32f2081f7c4c11720ce,281,1,72968,1019142,True,36,15,0.705882,1.0,0.0,0.099642,1.195,0.000159,0.243394,0.063808,270,28,0.033333,0.033333,0.105556,0.027778,0.315789,1.2,0.00426171,2.058e-05,0.00050708,0.06638757,0.04354354,0.0,0.00017816,0.00032892
0x9b0ee144e036f29632a8564fc5170a688fe1d16a,884,0,17632,27407,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,2,0.033333,0.0,0.011111,0.0,3.0,0.0,0.00674696,0.0,0.00011344,0.0,0.0,0.0,0.0,0.00011344
0x1701ec21540843776fbb318bff3b4e600a31f7a3,762,0,8588,10377,False,0,1,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.18,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01112093,0.0,0.00011646,0.27658148,0.0,0.0,0.00011646,0.0
0x9b521529d04329c2b0a9f9b7db18ed775c6ca8fc,320,1,27,71,True,2,1,0.666667,13.0,7.743038,10.371519,20.74329,20.74329,20.74329,0.000252,1,2,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.19154399,0.03384615,0.11538462,0.23076923,0.33333333,1e-08,0.03846154,0.07692308
0x120aba5b96b3813e4221d9f81f76eb4f01e3d070,550,0,3544,10522,False,2,0,1.0,0.08,0.08,0.08,0.0,0.0,0.0,-0.16,1,2,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.01602273,0.0,0.00028225,0.0,0.0,0.0,0.0,0.00028225
0x41466413f0c7f11c5b1af39cc1344af9d21a6d57,175,1,27333,341807,True,6,18,0.25,18.884275,0.2,9.143447,18.884275,0.0001,3.047956,0.00252,25,8,0.2,0.6,0.033333,0.1,6.0,6.0,0.00671711,2.129e-05,0.00065857,0.07900302,0.01666667,0.0,0.00047563,0.00018294
0xef833d85a7c8e3dc793d74c2d336ea74bae7ff5b,372,1,17170,224564,True,11,10,0.52381,0.999748,0.0,0.630405,1.0,0.444119,0.694412,0.009664,140,11,0.066667,0.066667,0.061111,0.055556,1.090909,1.2,0.007929,0.0,0.0005242,0.11141506,0.08333333,0.0,0.00040771,0.00011649
0x80787c32d9cbd52f353b48418f47d9c7dd32b6e4,528,0,3754,12774,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.01551215,0.0,0.00026645,0.0,0.0,0.0,0.0,0.00026645
0x4cd9cdb3ba4cbf49aa92f9a4520ede9be5612416,211,1,4346,96615,True,2,1,0.666667,0.006002,0.0,0.003001,0.01,0.01,0.01,0.003998,127,2,0.033333,0.0,0.011111,0.005556,3.0,0.0,0.01427805,7.37e-05,0.00069045,0.14749048,0.33333333,0.0,0.00023015,0.0004603
0xff9551a6fc7c1c8ca64bb6966f4120b206897b83,236,1,4865,130685,True,7,3,0.7,0.001142,0.0,0.000261,0.002,0.001,0.0014,0.002374,10,3,0.233333,0.1,0.038889,0.016667,6.0,6.0,0.01372738,3.321e-05,0.00143914,0.02738438,0.13333333,0.0,0.00041118,0.00102796
0x3bed354fada36ad8aad7398e4dbd368c79077cd8,102,1,208,12153,True,2,1,0.666667,36.99892,0.000732,18.499826,37.0,37.0,37.0,0.000348,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.06913413,0.01669715,0.00966184,0.27922705,0.0,0.0,0.00483092,0.00483092
0x7518ca34fb151bfe7549404c44b61aa3deeed353,987,0,8307,12444,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00993718,0.0,0.00012039,0.0,0.0,0.0,0.0,0.00012039
0x4913d5ad1255367b713d0f86365d8e4c7c79362a,903,0,8387,16021,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00987759,0.0,0.00011925,0.0,0.0,0.0,0.0,0.00011925
0x4073608fbb93bcd10981f857c2b09b491f7399b7,948,0,4073,10241,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01485949,0.0,0.00024558,0.0,0.0,0.0,0.0,0.00024558
0x21cc4144c124742762f82120456fbf0b35249791,347,1,14798,358340,True,1,26,0.037037,9.676586,9.676586,9.676586,0.99,0.001149,0.372251,0.001953,133,2,0.033333,0.0,0.005556,0.144444,5.999999,0.0,0.0092492,0.0,0.00168953,0.09824334,0.00333333,0.0,0.00162195,6.758e-05
0x8518da0e9772a34949740c20a137aac6acc7b3f4,140,1,7121,30670,True,3,1,0.75,0.019536,9e-05,0.006584,0.025036,0.025036,0.025036,0.005284,21,3,0.1,0.033333,0.016667,0.005556,6.0,5.999999,0.01165215,0.01244866,0.0002809,0.02532306,0.0,0.0,0.00014045,0.00014045
0xafc0ffecdef64d27a3758bdee41c8d0bfcdc8778,622,0,7160,10809,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01083708,0.0,0.00013968,0.0,0.0,0.0,0.0,0.00013968
0x71ccb1b06eb679b1b1797d4e7d38f2b2cc33e80e,500,1,81,437,True,4,1,0.8,32.66,24.902619,30.637059,122.55,122.55,122.55,0.001764,7,2,0.133333,0.033333,0.022222,0.005556,6.0,5.999999,0.11068009,0.04620253,0.0625,0.45939655,0.0,0.01598542,0.0125,0.05
0x149ad78e5c4566ee99d5f3a45477713958e74850,371,1,13800,170654,True,17,8,0.68,0.0025,0.0,0.000151,0.004,1.5e-05,0.000688,0.002944,219,14,0.133333,0.066667,0.055556,0.033333,2.4,2.0,0.00812823,1.218e-05,0.00181173,0.0321113,0.02333333,0.0,0.00057975,0.00123197
0xa636fafcf1bb16685af835c2674a7ff022bb67a6,199,1,6111,113679,True,1,3,0.25,1.188662,1.188662,1.188662,0.589523,0.1,0.396508,0.000861,9,4,0.033333,0.1,0.005556,0.016667,5.999999,6.0,0.01275256,8.18e-06,0.00065466,0.01179257,0.0,6.74e-05,0.000491,0.00016367
0x0c1d96ecb08792f25d860ef2458ad6ec892f5dea,688,0,11242,30192,False,4,1,0.8,0.0,0.0,0.0,0.0014,0.0014,0.0014,0.0014,36,3,0.1,0.0,0.022222,0.005556,4.5,0.0,0.00834373,0.0,0.00026688,8.896e-05,0.0,0.0,8.896e-05,0.00017792
0x8ed908396130ac1321b6951bf95ff4a9da8ef669,585,0,9505,19460,False,1,0,1.0,0.050175,0.050175,0.050175,0.0,0.0,0.0,-0.050175,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00917822,0.0,0.00010522,0.0,0.0,0.0,0.0,0.00010522
0x2072d48338e65ff7087a44b7c57eda2ca90184ec,902,0,5783,12796,False,0,1,0.0,0.0,0.0,0.0,0.072125,0.072125,0.072125,0.072125,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01314784,0.0,0.00017295,0.00108254,0.0,0.0,0.00017295,0.0
0x919f8f8e1e1d1e3d0c040e675a76c21b03228844,60,1,15261,433663,True,78,95,0.450867,23.800299,0.474285,5.512251,23.800719,0.003259,4.526289,0.041891,269,58,0.133333,0.133333,0.277778,0.35,0.48,0.380952,0.00943368,0.00184219,0.00268676,0.07025639,0.00731707,0.0,0.00262123,6.553e-05
0x169e170c8d919483528c7bbf31370eb44d9213ae,329,1,1214,14097,True,3,3,0.5,10.46,0.0,3.503333,5.321745,0.095,3.505582,0.006745,281,3,0.1,0.066667,0.016667,0.011111,6.0,5.999999,0.02831942,5.17e-05,0.00412201,0.01361593,0.16666667,0.0,0.0016488,0.00247321
0x9a049a459990b9570e02f53847cfae6483451e8d,97,1,2405,28861,True,7,3,0.7,0.4359,0.002799,0.112776,0.44,0.114122,0.264173,0.003087,10,7,0.233333,0.1,0.038889,0.016667,6.0,6.0,0.02052782,0.00145894,0.00415973,0.234631,0.02222222,1.47e-06,0.00124792,0.00291181
0x7f2d59c402577c164d932f037bdf3bc83e377893,313,1,632,26496,True,2,1,0.666667,0.003893,0.0,0.001947,0.005,0.005,0.005,0.001107,84,2,0.033333,0.0,0.011111,0.005556,3.0,0.0,0.03913827,0.0,0.00475436,0.09041483,0.33333333,2.14e-06,0.00158479,0.00316957
0xc99ac7e95a660e114ad8454422d40a488c0dca78,975,0,7893,12964,False,0,1,0.0,0.0,0.0,0.0,0.115466,0.115466,0.115466,0.115466,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01125341,0.0,0.00012671,0.00087387,0.0,0.0,0.00012671,0.0
0xd464844ce2cdfdf66b8adf88d800ab80a64417cd,300,1,1251,14492,True,2,1,0.666667,0.008359,0.0,0.00418,0.01,0.01,0.01,0.001641,373,2,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.02779097,6.853e-05,0.0024,0.01121333,0.0,0.0,0.0008,0.0016
0x5171b26b0c9bad84b1e85a70e918ca477f3f393d,278,1,59938,642514,True,81,24,0.771429,0.041408,0.0,0.002064,0.045151,0.0002,0.009202,0.05366,442,25,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.00378055,2.489e-05,0.00081753,0.03240867,0.0243129,0.0,0.00018353,0.000634
0xfc91ddcc32a3e9e0d4dcec79d65ba9b8fca90c4d,925,0,9634,24857,False,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.233333,0.0,0.038889,0.0,6.0,0.0,0.00950115,0.0,0.00020762,0.0,0.0,0.0,0.0,0.00020762
0x6b7ee69f714a8ba135a231145e39a2e635137b3b,602,0,2441,11646,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01953954,0.0,0.00040984,0.0,0.0,0.0,0.0,0.00040984
0xf3a339b26286538000fc86f7bb4493b488545cde,440,1,4913,94566,True,3,3,0.5,0.89667,0.0,0.301621,0.598171,0.01,0.302363,0.002226,22,3,0.1,0.1,0.016667,0.016667,6.0,6.0,0.013804,0.00017005,0.0012215,0.09937887,0.1,0.0,0.00061075,0.00061075
0x0dc68452a95ebfd3241d53e32aae2ae95882c18d,838,0,5380,27365,False,0,1,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01361486,0.0,0.00018591,0.00538585,0.0,0.0,0.00018591,0.0
0x4975828a08dcae328ede3f441c1390c7c3acc968,571,0,9884,21838,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00894564,0.0,0.00010118,0.0,0.0,0.0,0.0,0.00010118
0x3043c6c22b8db0028ad101f9d25a436aefbf1abd,880,0,34768,249313,False,16,0,1.0,0.5,0.0,0.03125,0.0,0.0,0.0,-0.5,129,13,0.033333,0.0,0.088889,0.0,0.375,0.0,0.00492026,0.0,0.00028763,0.0,0.04444444,0.0,0.0,0.00028763
0x5a84969bb663fb64f6d015dcf9f622aedc796750,262,1,53093,1332801,True,1,10101,9.9e-05,10864.718197,10864.718197,10864.718197,100.0,0.0,1.124343,492.267066,444,136,0.0,0.066667,0.0,0.033333,0.0,2.0,0.09268635,8.4e-06,0.08021924,0.20352683,3.474e-05,3e-08,0.08020041,1.884e-05
0x71c3efa645c47c31dda4d71edfc1ff2bc449897f,579,0,7615,80536,False,3,1,0.75,0.5,0.050608,0.203067,2.367607,2.367607,2.367607,1.758407,103,4,0.033333,0.033333,0.016667,0.005556,2.0,5.999999,0.01135783,0.0,0.00052535,0.07553688,0.0,3.5e-06,0.00013134,0.00039401
0x6d9be078beee07dfb13af478e86a39b57173a61e,24,1,89278,612531,True,56,25,0.691358,0.002,0.0,6.4e-05,0.003,5e-05,0.000622,0.011973,268,33,0.066667,0.0,0.183333,0.094444,0.363636,0.0,0.00343029,0.00283917,0.00073927,0.02534492,0.06946387,0.0,0.00020162,0.00053765
0xdccdce28bba5b796724f1b50ab350403d895fe08,31,1,18047,579456,True,3,6,0.333333,3.0,0.980357,1.823386,2.001,0.01,0.911934,0.001449,5,4,0.1,0.2,0.016667,0.033333,6.0,6.0,0.0072825,0.0,0.0003879,0.10212657,0.23809524,0.0,0.00022166,0.00016624
0xa14b95a7a6c4288f58faebb2ab4492b4c347d6a0,618,0,11690,31979,False,1,1,0.5,0.0,0.0,0.0,1.17,1.17,1.17,1.17,150,2,0.0,0.033333,0.005556,0.005556,0.0,5.999999,0.0092278,0.0,0.0001711,0.05246855,0.0,6.523e-05,8.555e-05,8.555e-05
0x324e3df7d6747a4445bd70c697065e5bb8c440ee,11,1,1139,46908,True,1,5,0.166667,3.998665,3.998665,3.998665,3.980758,0.030579,1.200835,2.005509,34,4,0.033333,0.066667,0.005556,0.027778,5.999999,2.4,0.02932346,0.00046217,0.00351494,0.23698267,0.0,0.0,0.0026362,0.00087873
0xfe821f5509fdea3f72362d001697ad8c11f0c111,222,1,12256,256204,True,1,8,0.111111,2.082551,2.082551,2.082551,1.01,0.029,0.2604,0.000651,18,3,0.033333,0.266667,0.005556,0.044444,5.999999,6.0,0.00963241,0.00015424,0.00073439,0.14904987,0.02777778,0.0,0.00065279,8.16e-05
0x8b1b90ae84c9085d318eeae54e114941f072626c,821,0,15688,30228,False,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,3,0.033333,0.0,0.022222,0.0,1.5,0.0,0.00749428,0.0,0.00025499,0.0,0.0,0.0,0.0,0.00025499
0x5628b9289157013ead72a70ab520bd81055c1003,297,1,101174,407490,True,67,18,0.788235,1.382,0.0,0.066358,1.358,0.006519,0.252172,0.093114,341,31,0.0,0.033333,0.077778,0.033333,0.0,1.0,0.00351341,6.17e-06,0.00063258,0.04565092,0.00892857,0.0,9.884e-05,0.00053374
0xd226fdf86c4d1a080d8826412758ac3692e4d00a,55,1,2312,24803,True,1,2,0.333333,0.23,0.23,0.23,0.141149,0.092858,0.117003,0.004007,9,2,0.033333,0.066667,0.005556,0.011111,5.999999,5.999999,0.0208686,0.0,0.00129814,0.25217092,0.33333333,0.0,0.00086543,0.00043271
0xf04fbd7ac26f5d2b4de495208b541ba80a13eb08,543,0,7160,10809,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01083708,0.0,0.00013968,0.0,0.0,0.0,0.0,0.00013968
0x3b6a1bcbe677880342b7c4fe7a328c77d9837934,210,1,57323,235238,True,24,13,0.648649,0.019636,0.0,0.000818,0.022,9.4e-05,0.001911,0.005208,240,18,0.133333,0.066667,0.127778,0.066667,1.043478,1.0,0.00403234,3.4e-07,0.00055825,0.01743423,0.04637097,0.0,0.00013956,0.00041869
0x04b1df7957c7f12cec165a8625d3869d24107c42,605,0,12310,38831,False,2,1,0.666667,0.0,0.0,0.0,1.69,1.69,1.69,1.69,160,2,0.066667,0.0,0.011111,0.005556,5.999999,0.0,0.00897076,0.0,0.00024372,0.06039084,0.0,0.0,8.124e-05,0.00016248
0x7027992759f8c1120d7454a19e9960e9ed41145a,693,0,22,37,False,1,0,1.0,0.434506,0.434506,0.434506,0.0,0.0,0.0,-0.434506,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.21210527,0.0,0.04761905,0.0,0.0,1e-06,0.0,0.04761905
0xf0f021779f261f086f954311b7e2b193ddcf4de2,663,0,35,62,False,0,1,0.0,0.0,0.0,0.0,0.045252,0.045252,0.045252,0.045252,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.1690341,0.0,0.02941176,0.1254902,0.0,0.00099966,0.02941176,0.0
0xa0300a38bc9c24896d80b92566421e27e393dee4,867,0,8663,12264,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.00969851,0.0,0.00011545,0.0,0.0,0.0,0.0,0.00011545
0xabaf1f1079a5f19da71bf1fb00875a3fc5437cdb,71,1,123335,1395888,True,327,427,0.433687,103.999779,0.009622,2.408478,55.0,0.01,1.844676,0.104105,320,206,0.933333,1.166667,0.766667,1.055556,1.217391,1.105263,0.00931641,0.0,0.00222161,0.18265241,0.01486591,5e-08,0.00220539,1.622e-05
0x024914902e45f761e8089eb376142879eb9fde03,544,0,6422,14032,False,3,0,1.0,0.0641,0.06,0.062033,0.0,0.0,0.0,-0.1861,0,1,0.1,0.0,0.016667,0.0,6.0,0.0,0.01152524,0.0,0.00015574,0.0,0.0,0.0,0.0,0.00015574
0x4d09b2c27908ad5448cbefa6b8b91c72069dc1d8,108,1,10064,196216,True,5,4,0.555556,0.149754,0.000742,0.042957,0.151,0.01,0.05432,0.002497,362,5,0.033333,0.033333,0.016667,0.011111,2.0,3.0,0.00988189,0.00010316,0.00089437,0.02514022,0.0,0.0,0.0003975,0.00049687
0x89b1c8610ab218e1999c2cb404e206d1c226fdc8,494,1,29599,401661,True,13,6,0.684211,1.1,0.0,0.086642,1.105,0.007347,0.192058,0.026006,65,4,0.3,0.1,0.072222,0.033333,4.153846,3.0,0.00607438,1.825e-05,0.00054058,0.08787042,0.04395604,7.96e-06,0.00013514,0.00040543
0x47f97290589d5978044c2cefe366ff9478bed159,591,0,1612,13342,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.02426931,0.0,0.00062073,0.0,0.0,0.0,0.0,0.00062073
0x3a4351b8c3aedbd4863ede82e6a6ae54e0343a3a,742,0,4756,11134,False,0,1,0.0,0.0,0.0,0.0,1.505606,1.505606,1.505606,1.505606,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01463346,0.0,0.0002103,0.20951663,0.0,0.0,0.0002103,0.0
0x914ec63b45ea7705e53fdd1ce5b98d65f3f60392,293,1,12416,59816,True,10,3,0.769231,0.007485,0.0,0.001421,0.01,0.0022,0.006415,0.005033,273,4,0.1,0.033333,0.016667,0.005556,6.0,5.999999,0.00861193,2.26e-06,0.00064438,0.00218301,0.0,0.0,0.0001611,0.00048329
0xe76d7b8b056c5cf89bd892590fc9e4fdff9f04b9,290,1,8204,108615,True,3,4,0.428571,1.000117,0.02448,0.65716,1.0006,0.24888,0.493233,0.001449,36,5,0.1,0.1,0.016667,0.022222,6.0,4.5,0.01110509,1.95e-06,0.00060953,0.00394784,0.0,0.0,0.00048763,0.00012191
0x2c272099bad61c23b82016f6d1b8fad99d27737d,653,0,4794,17763,False,1,1,0.5,29.015892,29.015892,29.015892,0.0,0.0,0.0,-29.015892,1,2,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.01443397,0.0,0.00041728,0.1717613,0.0,9.23e-06,0.00020864,0.00020864
0x2ed3a302f56f0e58d1e470e12e611f6b6395987b,40,1,1470,12616,True,2,1,0.666667,0.0091,0.0,0.00455,0.01,0.01,0.01,0.0009,0,1,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.02559814,0.0,0.00204221,0.0105514,1.0,0.0,0.00068074,0.00136147
0x71a7880c0940ca988ca876a5ee404ee93b36c42b,590,0,8016,14472,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01014113,0.0,0.00012477,0.0,0.0,0.0,0.0,0.00012477
0x9ad30615fa9fa879afe47971935d44abe9950497,308,1,15501,346213,True,8,18,0.307692,41.64,0.0,12.474939,35.4,0.003481,5.544955,0.009684,91,6,0.233333,0.566667,0.044444,0.1,5.25,5.666667,0.0083552,4.362e-05,0.00154839,0.03305661,0.00790514,0.0,0.00103226,0.00051613
0x633af2bf91db2f733b008c8bfe5e993a22564783,680,0,6987,12416,False,0,1,0.0,0.0,0.0,0.0,1.703196,1.703196,1.703196,1.703196,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01217373,0.0,0.00014314,0.23880553,0.0,0.0,0.00014314,0.0
0x6ea9d465dc1a1fd3d36e626b9f8ad1e022c8fe91,67,1,2643,14451,True,3,3,0.5,0.199803,0.069643,0.113072,0.2,0.07,0.113333,0.000785,0,1,0.1,0.1,0.016667,0.016667,6.0,6.0,0.01915791,0.00371751,0.001514,0.21163082,0.83333333,3.4e-07,0.0011355,0.0003785
0x9b466b5dbe7030f259b6c77c8209329a74807574,276,1,14565,517102,True,41,16,0.719298,3.1,0.0,0.380769,5.99,0.0,1.021195,0.727589,231,21,0.033333,0.033333,0.044444,0.016667,0.75,2.0,0.00825745,0.00301559,0.00171656,0.07368674,0.03557312,0.0,0.0005493,0.00116726
0x4113c6ce4fb936d087e92a55d5b3bfdd275b1d3f,68,1,116485,1320026,True,71,112,0.387978,199.588639,0.0,3.137083,37.2,0.001575,1.901962,-9.713166,195,16,0.233333,0.0,0.383333,0.038889,0.608696,0.0,0.00452749,1.913e-05,0.00137358,0.03628269,0.01453536,0.0,0.00093575,0.00043783
0x29f8151ce8e95fae2482a9feef725804a62176ed,319,1,1099,21417,True,3,4,0.428571,0.145867,0.132,0.137275,0.145888,0.00974,0.102972,6.3e-05,10,3,0.1,0.133333,0.016667,0.022222,6.0,6.0,0.02984472,0.01009459,0.00364299,0.24331796,0.0,0.0,0.00182149,0.00182149
0x3738398130d6917b800a3b95d1d373da6c5ca5aa,549,0,8360,17291,False,0,1,0.0,0.0,0.0,0.0,10.978255,10.978255,10.978255,10.978255,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01092221,0.0,0.00011963,0.00053613,0.0,0.0,0.00011963,0.0
0x691141bc5bddf91455ced7fabfb572cc858313f5,999,0,2248,10508,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.02041785,0.0,0.00044504,0.0,0.0,0.0,0.0,0.00044504
