node,sample_idx,split,label,n_nodes,n_edges,is_phisher,out_degree,in_degree,direction_ratio,max_out_amount,min_out_amount,avg_out_amount,max_in_amount,min_in_amount,avg_in_amount,account_balance,lifetime_days,active_days,freq_out_short,freq_in_short,freq_out_long,freq_in_long,short_long_out_ratio,short_long_in_ratio,katz_centrality,betweenness_centrality,degree_centrality,closeness_centrality,clustering_coefficient,eigenvector_centrality,in_degree_centrality,out_degree_centrality
0xadfde3eff07fee752b87f9e224fc08b39f874c35,15,TRAIN,0,3745,20485,False,2,0,1.0,4.000005,0.998,2.499003,0.0,0.0,0.0,-4.998005,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.01549428,0.0,0.00026709,0.0,0.0,0.0,0.0,0.00026709
0xac8ac45564654f422e8ba060b266180c1b5d15a8,16,TRAIN,0,20,1382,False,0,1,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.22322366,0.0,0.05263158,0.25077399,0.0,0.007825,0.05263158,0.0
0xaa9eda3d09e0f219b2b858981e5dc0592ab73ed4,17,TRAIN,0,6689,10733,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01126636,0.0,0.00014952,0.0,0.0,7.58e-06,0.0,0.00014952
0xd42d484a02a9751cbec41b50da79477274da0e2a,18,TRAIN,0,13944,30892,False,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,3,0.233333,0.0,0.038889,0.0,6.0,0.0,0.00760353,0.0,0.00014344,0.0,0.0,6.593e-05,0.0,0.00014344
0x238805f76cbcb9d0c806d4e5b25aea2ab851590f,19,TRAIN,0,759,10262,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.03577049,0.0,0.00131926,0.0,0.0,0.0,0.0,0.00131926
0xf664a16acf781d6d8093b9e329febba44291d60e,20,TRAIN,0,2113,12096,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.02108157,0.0,0.00047348,0.0,0.0,0.0,0.0,0.00047348
0x790f0e97b5428c569cdfb4c4830060c9d857c600,21,TRAIN,0,13,13,False,1,1,0.5,0.99,0.99,0.99,1.0,1.0,1.0,0.01,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.27748314,0.06818182,0.16666667,0.39705882,0.0,0.0,0.08333333,0.08333333
0x0dd5963251139c9c09b521c8effc7893d7a5b836,22,TRAIN,0,4883,23395,False,0,1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01430808,0.0,0.00020483,0.02345395,0.0,0.0,0.00020483,0.0
0x97c66b0e947b5d2814dbf76480a2501243592a48,23,TRAIN,0,17609,73632,False,11,0,1.0,0.33,0.0,0.03,0.0,0.0,0.0,-0.33,74,5,0.133333,0.0,0.061111,0.0,2.181818,0.0,0.00715698,0.0,0.00034075,0.0,0.0,2.59e-06,0.0,0.00034075
0x036de0419d3cda345d79f9456d148e188d5eb3d5,24,TRAIN,0,73,88,False,1,1,0.5,0.39,0.39,0.39,0.390084,0.390084,0.390084,8.4e-05,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.11688642,0.00058685,0.02777778,0.01388889,0.0,0.0,0.01388889,0.01388889
0x924d8745d08dcc7d641acac03afddc0373070c1e,25,TRAIN,0,27407,59359,False,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.133333,0.0,0.022222,0.0,6.0,0.0,0.0053864,0.0,0.00014595,0.0,0.0,5.632e-05,0.0,0.00014595
0x55b577752e53d1c7584c59462d6fbcf02eefd700,26,TRAIN,0,5528,10667,False,0,1,0.0,0.0,0.0,0.0,0.245,0.245,0.245,0.245,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01344808,0.0,0.00018093,0.01652329,0.0,0.0,0.00018093,0.0
0x2e6ad33ce119341acd2b569b7c686be2f66e0e09,27,TRAIN,0,9368,15034,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.00924978,0.0,0.00010676,0.0,0.0,4.871e-05,0.0,0.00010676
0x66e53d5d6ebfba09462d8f1de5c2951d1a9329c5,28,TRAIN,0,5781,9771,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01223929,0.0,0.00017301,0.0,0.0,2e-08,0.0,0.00017301
0x00e1be4da5ef163fda6cc73425917bbd42145dc6,29,TRAIN,0,6218,13071,False,1,0,1.0,2.08783,2.08783,2.08783,0.0,0.0,0.0,-2.08783,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01193704,0.0,0.00016085,0.0,0.0,0.0,0.0,0.00016085
0x18b7a24c0ed9bf05e968d8b2cafc1f6c561ab82b,30,TRAIN,0,9254,42776,False,1,1,0.5,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.0101326,0.0,0.00021615,0.00341299,0.0,0.0,0.00010807,0.00010807
0xd30564145a61a158f9d125a9c82210f0a091e764,31,TRAIN,0,5811,9940,False,0,1,0.0,0.0,0.0,0.0,4.302557,4.302557,4.302557,4.302557,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01311701,0.0,0.00017212,0.00064875,0.0,0.0,0.00017212,0.0
0x6dda7061ae9e6c3cf900c33736df514d28907754,32,TRAIN,0,7573,22169,False,9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,7,0.1,0.0,0.05,0.0,2.0,0.0,0.01095304,0.0,0.0003962,0.0,0.0,0.0,0.0,0.0003962
0xf6a141b2f956301d0570a9a07fbe0be1c7a9c45f,33,TRAIN,0,5,4,False,0,1,0.0,0.0,0.0,0.0,7.1,7.1,7.1,7.1,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.44767819,0.0,0.25,0.57142857,0.0,0.99999931,0.25,0.0
0x7b59a3f7522d462d8b86ba22f889b5dc03069def,34,TRAIN,1,9988,186197,True,7,2,0.777778,0.008169,0.0,0.002286,0.01,0.01,0.01,0.003995,58,3,0.066667,0.033333,0.038889,0.011111,1.714286,3.0,0.00952924,2.4e-06,0.00060078,0.06624393,0.3,0.0,0.00020026,0.00040052
0xad8c9d56b32da7fe4e88734fd3c990d55ec0f8ff,35,TRAIN,0,2050,16096,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.02143449,0.0,0.00048804,0.0,0.0,0.0,0.0,0.00048804
0x999fe25e46e675d8e3d436d7accdbad186a92058,36,TRAIN,0,3964,11177,False,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.1,0.0,0.016667,0.0,6.0,0.0,0.01507668,0.0,0.00025233,0.0,0.0,0.0,0.0,0.00025233
0x1c64df7224d4575d724c0d03be84ea7e98c3b84d,37,TRAIN,0,23,37,False,0,1,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.20829658,0.0,0.04545455,0.21657754,0.0,0.0,0.04545455,0.0
0x4b7133a84b7ae2239874e8d43cd040534f79a8c2,38,TRAIN,0,4942,11342,False,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0.133333,0.0,0.022222,0.0,6.0,0.0,0.01335533,0.0,0.00020239,0.0,0.0,0.0,0.0,0.00020239
0x15dc3dbf76e9e106033ae08564e053b56abe873d,39,TRAIN,0,5911,24387,False,0,1,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01313007,0.0,0.0001692,0.19325644,0.0,3.8e-07,0.0001692,0.0
0x1acafab1f44e3181e2ccbe224337d0ec25079799,40,TRAIN,1,13789,129428,True,7,6,0.538462,1.48282,0.212612,0.698976,1.86519,0.18,0.81566,0.001125,7,7,0.233333,0.2,0.038889,0.033333,6.0,6.0,0.00906837,0.00015232,0.00094285,0.1277473,0.0,4.497e-05,0.00043516,0.00050769
0xfd6255530daa0706f811b2e8f5575f02b02879ce,41,TRAIN,0,2598,5954,False,1,0,1.0,0.078695,0.078695,0.078695,0.0,0.0,0.0,-0.078695,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01886325,0.0,0.00038506,0.0,0.0,0.0,0.0,0.00038506
0x8bab9990dcd15e58054c3edca5b7d1b4196e967e,42,TRAIN,0,34683,147893,False,25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,8,0.033333,0.0,0.138889,0.0,0.24,0.0,0.00490936,0.0,0.00049017,0.0,0.0,1.855e-05,0.0,0.00049017
0xc8fccfb348661a861225a7636cfcee7704220dbd,43,TRAIN,0,9,8,False,1,1,0.5,0.011017,0.011017,0.011017,0.011462,0.011462,0.011462,0.000445,19,2,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.33353295,0.08928571,0.25,0.34722222,0.0,0.0,0.125,0.125
0x53d434f44007c0d6fe16e338e8daab7fd626accd,44,TRAIN,0,2896,10574,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01785647,0.0,0.00034542,0.0,0.0,4.92e-05,0.0,0.00034542
0x1f7fe486ea84b9690bda131f887c4ceb45d2d26c,45,TRAIN,0,9604,10006,False,0,1,0.0,0.0,0.0,0.0,8e-05,8e-05,8e-05,8e-05,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01020406,0.0,0.00010413,0.00040166,0.0,7.614e-05,0.00010413,0.0
0x15d86eb17936831ec224ad22a77087852ab92c7f,46,TRAIN,0,21,23,False,1,1,0.5,6.148719,6.148719,6.148719,6.14916,6.14916,6.14916,0.000441,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.21819538,0.03684211,0.1,0.36296296,0.0,0.29378993,0.05,0.05
0xb0a32aa007e14d5730dd9a0f8b6b3e47529067a3,47,TRAIN,0,9427,13044,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00922304,0.0,0.00010609,0.0,0.0,6.6e-07,0.0,0.00010609
0xcf4349f057a64685969096e82c82ef8ddde6e0b2,48,TRAIN,0,3178,10416,False,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,7,0.233333,0.0,0.038889,0.0,6.0,0.0,0.016992,0.0,0.00031476,0.0,0.0,0.0,0.0,0.00031476
0xe440c3c400b8d1487dabf03b9c6cbef10c55c8c3,49,TRAIN,0,4132,25674,False,0,5,0.0,0.0,0.0,0.0,0.018,0.0001,0.00779,0.03895,4,2,0.0,0.166667,0.0,0.027778,0.0,6.0,0.01555139,0.0,0.00024207,0.05667477,0.0,0.0,0.00024207,0.0
0x143d621b38af6f5d375d32ae19a91643aadb96d8,50,TRAIN,0,3523,15897,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01604878,0.0,0.00028393,0.0,0.0,0.0,0.0,0.00028393
0xd4ce5b6ef222852667d022cca08e53e55fa141cf,51,TRAIN,0,4604,10461,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.0138921,0.0,0.00021725,0.0,0.0,0.0,0.0,0.00021725
0x99c3c48255b207b0f6b634b5666cfa1f5607923f,52,TRAIN,0,1,0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x775508b7ce28f56cf5fe138007d6d73c0aad4e91,53,TRAIN,0,16033,34048,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2,2,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.00691529,0.0,0.00012475,0.0,0.0,9.497e-05,0.0,0.00012475
0x5f2acde3f1e3def2e0d35dfe417b88b10beb55f9,54,TRAIN,0,2784,11180,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01822384,0.0,0.00035932,0.0,0.0,0.0,0.0,0.00035932
0x42371361cb1aa6026af132df45f84cf640817e56,55,TRAIN,0,7684,12128,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01039876,0.0,0.00013016,0.0,0.0,4.299e-05,0.0,0.00013016
0x16b435f841bceb145824dda8f62c2e215a9c3a13,56,TRAIN,0,8,7,False,0,1,0.0,0.0,0.0,0.0,2.827309,2.827309,2.827309,2.827309,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.35379495,0.0,0.14285714,0.46753247,0.0,0.94276461,0.14285714,0.0
0xa7e35964693d6d8f2f18b5f0e076db1bb6a17ab2,57,TRAIN,0,75,2109,False,1,1,0.5,0.99895,0.99895,0.99895,1.0,1.0,1.0,0.00105,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.11413777,0.01980748,0.02702703,0.35612083,0.0,0.00042581,0.01351351,0.01351351
0x8f44ceceb4a9f6820de91c475a3832d645ca22cf,58,TRAIN,0,7188,34261,False,1,1,0.5,5.16447,5.16447,5.16447,5.165331,5.165331,5.165331,0.000861,0,1,0.033333,0.033333,0.005556,0.005556,5.999999,5.999999,0.01162904,0.0,0.00027828,0.03321074,0.0,2e-08,0.00013914,0.00013914
0xa61f87a01565fc43df72014b92fed89d638e6bdc,59,TRAIN,0,9832,79438,False,26,46,0.361111,2.601852,0.00287,0.33584,1.115033,0.00392,0.235847,2.117145,72,26,0.0,0.1,0.144444,0.255556,0.0,0.391304,0.01069776,0.0,0.00030516,0.23030237,0.66666667,0.0,0.00020344,0.00010172
0x831a1699c8c89405acaf8d9855b5929525555820,60,TRAIN,0,3322,8584,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01659105,0.0,0.00030111,0.0,0.0,0.0,0.0,0.00030111
0xa744d65a1447cd2c30402b43f4a7144599395659,61,TRAIN,1,13784,142603,True,9,3,0.75,1.0,0.0,0.237903,1.09,0.01,0.716988,0.009835,187,7,0.066667,0.0,0.044444,0.011111,1.5,0.0,0.00845466,0.0,0.00058043,0.04127245,0.14285714,8.8e-07,0.00021766,0.00036277
0x0e1476ceeb9e1ea821825a67193e6fdae2328a89,62,TRAIN,0,51642,173684,False,18,0,1.0,0.001,0.0,5.6e-05,0.0,0.0,0.0,-0.00101,168,15,0.1,0.0,0.1,0.0,1.0,0.0,0.00384803,0.0,0.00030983,0.0,0.03333333,2.939e-05,0.0,0.00030983
0x47382db72febc1cd45b86e140dc0614fdad4cdbc,63,TRAIN,1,4023,19109,True,2,1,0.666667,0.005576,0.0,0.002788,0.008,0.008,0.008,0.002424,0,2,0.066667,0.033333,0.011111,0.005556,5.999999,5.999999,0.01502624,0.0,0.0007459,0.00511574,0.0,0.0,0.00024863,0.00049727
0x05fb23338a33404ca5721f83163bde4e2a9488cc,64,TRAIN,0,5860,15945,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01210361,0.0,0.00017068,0.0,0.0,4.915e-05,0.0,0.00017068
0xd10d55eeb7563839111103e25fb430087e83af69,65,TRAIN,0,10658,35068,False,7,0,1.0,3.0,0.0,0.428571,0.0,0.0,0.0,-3.0,90,4,0.066667,0.0,0.038889,0.0,1.714286,0.0,0.0091082,0.0,0.00028151,0.0,0.0,2.923e-05,0.0,0.00028151
0x4720da0295f12c9c61b95b5d86f8f24cacd06c3e,66,TRAIN,0,7659,13209,False,1,0,1.0,1.745553,1.745553,1.745553,0.0,0.0,0.0,-1.745553,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01082737,0.0,0.00013058,0.0,0.0,0.0,0.0,0.00013058
0x60d0b80f2c13e56c0e1285b95705df80f0807b56,67,TRAIN,1,1467,12588,True,14,5,0.736842,0.045898,0.0,0.004173,0.03,0.001,0.0138,0.01058,129,13,0.1,0.0,0.077778,0.027778,1.285714,0.0,0.02575924,0.0,0.00341064,0.01142827,0.16666667,0.0,0.00136426,0.00204638
0xdc4bc9c0e44d585a3d3dc225999f53803f1ccd7b,68,TRAIN,0,1558,12052,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.024706,0.0,0.00064226,0.0,0.0,0.0,0.0,0.00064226
0x5c8f53d00150d50d0ade4ddfe34fb9a0a33bf809,69,TRAIN,0,6969,25776,False,1,0,1.0,6.699139,6.699139,6.699139,0.0,0.0,0.0,-6.699139,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.0117143,0.0,0.00014351,0.0,0.0,0.0,0.0,0.00014351
0x59d73abe041e95aada79aefd02b06cfdd4d1ecfa,70,TRAIN,0,9276,10223,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.009317,0.0,0.00010782,0.0,0.0,4.986e-05,0.0,0.00010782
0x34514383063ab993df323c78a1f4438308cc6c3b,71,TRAIN,0,2000,4851,False,0,1,0.0,0.0,0.0,0.0,0.06267,0.06267,0.06267,0.06267,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.02235448,0.0,0.00050025,0.00163718,0.0,2.34e-06,0.00050025,0.0
0x9c790f8f4bd82ec5bc979b0d07c1e8201c8a54c5,72,TRAIN,0,7253,57276,False,2,0,1.0,8.057418,0.09873,4.078074,0.0,0.0,0.0,-8.156148,0,1,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.0109153,0.0,0.00013789,0.0,0.0,0.0,0.0,0.00013789
0x5346d2de4487bbddca75e933f074451b2a379d3b,73,TRAIN,0,7878,13042,False,0,1,0.0,0.0,0.0,0.0,5.758559,5.758559,5.758559,5.758559,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.01126372,0.0,0.00012695,0.00016927,0.0,0.0,0.00012695,0.0
0x00789b1c3d583e3057c264888afc2c38e4aff5b7,74,TRAIN,1,756,5058,True,1,233,0.004274,0.001,0.001,0.001,49.762056,0.001,3.527164,821.828099,408,39,0.0,1.566667,0.005556,1.244444,0.0,1.258929,0.03890649,0.00125995,0.01854305,0.46557147,0.03296703,3e-08,0.01721854,0.0013245
0xb205db30382efdf4d2d03321d004f3b536c14886,75,TRAIN,0,4890,12102,False,1,0,1.0,0.029471,0.029471,0.029471,0.0,0.0,0.0,-0.029471,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01342939,0.0,0.00020454,0.0,0.0,0.0,0.0,0.00020454
0xd681fb8fe263849ce4ad4f6583d066ea2fe73dd1,76,TRAIN,0,5757,13446,False,1,0,1.0,1.989202,1.989202,1.989202,0.0,0.0,0.0,-1.989202,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01281758,0.0,0.00017373,0.0,0.0,0.0,0.0,0.00017373
0x12009d7538c1fd1d4cd4beff4b45e5684f9200ae,77,TRAIN,0,9278,18408,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00929924,0.0,0.00010779,0.0,0.0,1e-08,0.0,0.00010779
0x83240e160c1b7b08ec0894494dd23410d0c5e847,78,TRAIN,0,8518,15416,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.00979678,0.0,0.00011741,0.0,0.0,2.5e-07,0.0,0.00011741
0x7026ae7c639ced1bcec09585c63075943310769e,79,TRAIN,0,9827,26732,False,1,0,1.0,0.506728,0.506728,0.506728,0.0,0.0,0.0,-0.506728,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.00898679,0.0,0.00010177,0.0,0.0,0.0,0.0,0.00010177
0x9095eeae458318650f965f069615370add5cd4e1,80,TRAIN,0,41,4405,False,2,1,0.666667,0.315,0.11,0.2125,0.11,0.11,0.11,-0.315,89,3,0.033333,0.0,0.011111,0.005556,3.0,0.0,0.15596592,0.0,0.05,0.15,0.0,0.00010481,0.025,0.025
0x7fc95148f0d545646354cf80f8b565270ee807b6,81,TRAIN,0,350,399,False,0,1,0.0,0.0,0.0,0.0,0.71,0.71,0.71,0.71,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.05345303,0.0,0.00286533,0.00515759,0.0,0.00756386,0.00286533,0.0
0x74d6f491ac98c783ed9b47911b2be5ab93b3ba47,82,TRAIN,0,11949,28474,False,0,1,0.0,0.0,0.0,0.0,0.638924,0.638924,0.638924,0.638924,0,1,0.0,0.033333,0.0,0.005556,0.0,5.999999,0.00912963,0.0,8.37e-05,0.00285398,0.0,1.626e-05,8.37e-05,0.0
0x52bcd5cd02a62e10ee7faa7d9d762f094bd140d8,83,TRAIN,0,7272,11959,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.01073652,0.0,0.00013753,0.0,0.0,0.0,0.0,0.00013753
0x13d7eb855dbd43173b3bea6719ea431fa2ae137b,84,TRAIN,0,139,2080,False,105,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,17,2.9,0.0,0.583333,0.0,4.971429,0.0,0.0842243,0.0,0.00724638,0.0,0.0,0.0,0.0,0.00724638
0x2770c69ddde20c929686bf4f716bd6a395b45be9,85,TRAIN,0,8013,14468,False,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.033333,0.0,0.005556,0.0,5.999999,0.0,0.0101434,0.0,0.00012481,0.0,0.0,1e-08,0.0,0.00012481
0xd53b8e9d3cbab34742f4ff82ac4397d791d0d0ba,86,TRAIN,0,11101,22737,False,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,0.066667,0.0,0.011111,0.0,5.999999,0.0,0.0084459,0.0,0.00018018,0.0,0.0,6.541e-05,0.0,0.00018018
