node,betweenness_centrality,clustering_coefficient,in_degree,freq_in_long,out_degree,freq_out_long,freq_out_short,max_out_amount,in_degree_centrality,active_days
0x15dc3dbf76e9e106033ae08564e053b56abe873d,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.2031504133084505,-0.21625857719111996
0x1acafab1f44e3181e2ccbe224337d0ec25079799,-0.16809372481539034,-0.2765009016346269,-0.00738441595004972,0.23624073424699749,0.019830982062917755,0.059908284844710884,0.3771868995628781,-0.03043089485391543,-0.19607613247600503,0.443676534588055
0xfd6255530daa0706f811b2e8f5575f02b02879ce,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03384825937592385,-0.20765097097445206,-0.21625857719111996
0x8bab9990dcd15e58054c3edca5b7d1b4196e967e,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,0.3347445022164901,0.49854145595997473,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,0.5536657198845841
0xc8fccfb348661a861225a7636cfcee7704220dbd,4.1611868048503045,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03401297433799666,3.1172291014262368,-0.10626939189459081
0x53d434f44007c0d6fe16e338e8daab7fd626accd,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x1f7fe486ea84b9690bda131f887c4ceb45d2d26c,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.2048812128789394,-0.21625857719111996
0x15d86eb17936831ec224ad22a77087852ab92c7f,1.6139589210508007,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.019075012930386846,1.1223010579858235,-0.21625857719111996
0xb0a32aa007e14d5730dd9a0f8b6b3e47529067a3,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xcf4349f057a64685969096e82c82ef8ddde6e0b2,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,0.019830982062917755,0.059908284844710884,0.3771868995628781,-0.03403978755258864,-0.20765097097445206,0.443676534588055
0xe440c3c400b8d1487dabf03b9c6cbef10c55c8c3,-0.17549202987569018,-0.2765009016346269,-0.012498790989551393,0.1680289811260267,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.2012121412214438,-0.10626939189459081
0x143d621b38af6f5d375d32ae19a91643aadb96d8,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xd4ce5b6ef222852667d022cca08e53e55fa141cf,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x99c3c48255b207b0f6b634b5666cfa1f5607923f,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.20765097097445206,-0.32624776248764914
0x775508b7ce28f56cf5fe138007d6d73c0aad4e91,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03403978755258864,-0.20765097097445206,-0.10626939189459081
0x5f2acde3f1e3def2e0d35dfe417b88b10beb55f9,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x42371361cb1aa6026af132df45f84cf640817e56,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x16b435f841bceb145824dda8f62c2e215a9c3a13,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,3.5922118929147904,-0.21625857719111996
0xa7e35964693d6d8f2f18b5f0e076db1bb6a17ab2,0.7865732242983364,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03160853941637548,0.15179542988304734,-0.21625857719111996
0x8f44ceceb4a9f6820de91c475a3832d645ca22cf,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.021470481719435018,-0.2039499804682614,-0.21625857719111996
0xa61f87a01565fc43df72014b92fed89d638e6bdc,-0.17549202987569018,2.984734143372747,0.19719058563001723,2.964993283986238,0.35223969778057745,0.5229075286154276,-0.1971629632936861,-0.02770739071020164,-0.2022396621590185,2.5334710552221087
0x831a1699c8c89405acaf8d9855b5929525555820,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xa744d65a1447cd2c30402b43f4a7144599395659,-0.17549202987569018,0.4223351619674797,-0.02272754106855474,-0.036630836923877766,0.05482137319109246,0.08427435750016378,-0.03306194754769833,-0.03160598392256395,-0.20186142380198221,0.443676534588055
0x0e1476ceeb9e1ea821825a67193e6fdae2328a89,-0.17549202987569018,-0.11343916650574215,-0.03807066618705976,-0.17306662250931537,0.21227813326787864,0.3279614020449597,0.04898732957383122,-0.034037353748958624,-0.20765097097445206,1.323590016960288
0x47382db72febc1cd45b86e140dc0614fdad4cdbc,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03402621666354763,-0.20103765151524422,-0.10626939189459081
0x05fb23338a33404ca5721f83163bde4e2a9488cc,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xd10d55eeb7563839111103e25fb430087e83af69,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,0.019830982062917755,0.059908284844710884,-0.03306194754769833,-0.026738376662514565,-0.20765097097445206,0.11370897869846748
0x4720da0295f12c9c61b95b5d86f8f24cacd06c3e,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.029791454324788157,-0.20765097097445206,-0.21625857719111996
0x60d0b80f2c13e56c0e1285b95705df80f0807b56,-0.17549202987569018,0.5388078718468478,-0.012498790989551393,0.1680289811260267,0.14229735101152924,0.2304883387597258,0.04898732957383122,-0.033928080833577776,-0.17136296387386515,1.1036116463672299
0xdc4bc9c0e44d585a3d3dc225999f53803f1ccd7b,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x5c8f53d00150d50d0ade4ddfe34fb9a0a33bf809,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.01773539873634865,-0.20765097097445206,-0.21625857719111996
0x59d73abe041e95aada79aefd02b06cfdd4d1ecfa,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x34514383063ab993df323c78a1f4438308cc6c3b,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.19434480092470452,-0.21625857719111996
0x9c790f8f4bd82ec5bc979b0d07c1e8201c8a54c5,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.014429614375562342,-0.20765097097445206,-0.21625857719111996
0x5346d2de4487bbddca75e933f074451b2a379d3b,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.20427422277292193,-0.21625857719111996
0x00789b1c3d583e3057c264888afc2c38e4aff5b7,-0.11429524376273868,-0.11523105209226203,1.1535787180168302,15.107888715181652,-0.08514019132160636,-0.08630131008313999,-0.1971629632936861,-0.034037353748958624,0.25034567320022116,3.963330464076988
0xb205db30382efdf4d2d03321d004f3b536c14886,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03396806092580819,-0.20765097097445206,-0.21625857719111996
0xd681fb8fe263849ce4ad4f6583d066ea2fe73dd1,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.029198460504136266,-0.20765097097445206,-0.21625857719111996
0x12009d7538c1fd1d4cd4beff4b45e5684f9200ae,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x83240e160c1b7b08ec0894494dd23410d0c5e847,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03403978755258864,-0.20765097097445206,-0.10626939189459081
0x7026ae7c639ced1bcec09585c63075943310769e,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03280651110675349,-0.20765097097445206,-0.21625857719111996
0x9095eeae458318650f965f069615370add5cd4e1,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.067644995757519,-0.0619352374276871,-0.11511368617215656,-0.03327313940913087,0.45732504350568565,0.0037197934019383354
0x7fc95148f0d545646354cf80f8b565270ee807b6,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.13143594203163714,-0.21625857719111996
0x74d6f491ac98c783ed9b47911b2be5ab93b3ba47,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.20542463127797259,-0.21625857719111996
0x52bcd5cd02a62e10ee7faa7d9d762f094bd140d8,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x13d7eb855dbd43173b3bea6719ea431fa2ae137b,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,1.7343601473434782,2.448020266991498,6.9411955298643155,-0.03403978755258864,-0.20765097097445206,1.5435683875533466
0x2770c69ddde20c929686bf4f716bd6a395b45be9,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xd53b8e9d3cbab34742f4ff82ac4397d791d0d0ba,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03403978755258864,-0.20765097097445206,-0.10626939189459081
0x061454bd8f13397a8f625b867b97701105aa92a2,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x03db3440daaa1a961eb35e762137fe55c1ddc09b,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x7bb7a377eedd896dfface7db4bef8d97d3006c51,-0.17549202987569018,4.6153516414171705,-0.03295629114755809,-0.10484259004484849,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03401763507194816,-0.19720366580615753,-0.21625857719111996
0x37f9fcc3a43cc1c48bef48e238cc0651e627b9b3,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x1d93ffd1ec7044c2d7762e24d01dfdf8bca57d9a,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x4225cb8bcfb9f83fffe1e1fb2ac9272ef8dae4a1,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.033682018418975015,-0.18126312677744544,-0.21625857719111996
0x71800e089fd5c9fd32635b474f812dcf477e7693,1.9548064899377264,-0.2765009016346269,-0.027841916108056412,-0.036630836923877766,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.020659234124457037,1.192298561193249,-0.21625857719111996
0x02ae2615d4874e5a8496000470d12b0b89c53ff7,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x2825e7ba39232be01c5dc11b6f0eefae1882deb1,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,3.5922118929147904,-0.21625857719111996
0x314d38cbada98ffa90f4326e1e44407e3fa933b8,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x870b6f9ac57401efe164302b8df4c4d814960ba1,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03403978755258864,-0.20765097097445206,-0.10626939189459081
0x0d9aeeaa4d3b717fcd4b2a38e66b95585b1b2fad,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03384589858640273,-0.20765097097445206,-0.21625857719111996
0x254c47afad281f392d40749d534dae179889b8cc,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0xf52a86200ac56e2f38d0c0deb59b883e44415dca,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03403978755258864,-0.20765097097445206,-0.21625857719111996
0x90ea597c9f625b618bb2645451e293907ebbffb0,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.031131143966738876,-0.20765097097445206,-0.21625857719111996
0x7b88cb0fe994fb9d826bc2e5a881a3782cfe9d04,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.033772069153285934,-0.20765097097445206,-0.21625857719111996
0x5a4ab1fe2def56717d3578d41849a11a3fd2b21f,4.161994051634063,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.03372543747573466,-0.16353992004911502,-0.21625857719111996
0x95d2d98d0eb98b1542f705eeb8c6124f5cc0aa00,-0.14844051987481052,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.08514019132160636,-0.08630131008313999,-0.11511368617215656,-0.034005052307180934,-0.0676559645596008,-0.21625857719111996
0xa1743d99fa3470db42f36e08b99134bcdd40c841,-0.17549202987569018,0.771753193768533,-0.027841916108056412,-0.036630836923877766,0.019830982062917755,0.059908284844710884,0.29513762244134856,-0.033969499303753536,-0.20401195623281096,0.11370897869846748
0x5e8b9d5c3c8b3ef6cccecd1a79b043242b573a9e,-0.17549202987569018,-0.2765009016346269,-0.03295629114755809,-0.10484259004484849,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.2048439742221285,-0.21625857719111996
0x1bea814541c0983022f9858e58396156c6820767,-0.17549202987569018,-0.2765009016346269,-0.03807066618705976,-0.17306662250931537,-0.067644995757519,-0.0619352374276871,-0.03306194754769833,-0.03403978755258864,-0.20765097097445206,-0.10626939189459081
0x0f11706aed5a094dbeb9f0cdd05617048f4e408e,-0.17549202987569018,4.6153516414171705,-0.027841916108056412,-0.036630836923877766,-0.10263538688569371,-0.11067176907030406,-0.1971629632936861,-0.03403978755258864,-0.19991756591645385,-0.10626939189459081
